Timestamp,"Apakah Anda bersedia mengisi survei ini?

Cuman sedikit kok pertanyaanya!","Berapa usia Anda? (tulis angka, contoh: 22)",Domisili Anda saat ini,"Pekerjaan utama Anda saat ini? 

Kalau punya lebih dari satu, pilih yang PALING UTAMA.",Biasanya Anda mendapatkan pekerjaan/pesanan dari mana? Pilih yang sesuai.,"Apakah pekerjaan ini menjadi sumber penghasilan utama Anda?

0 — Tidak, hanya tambahan 
1 — Kadang utama, kadang tambahan
2 — Ya, penghasilan utama"," Sudah berapa lama Anda menjalankan pekerjaan ini? (tulis dalam bulan, contoh: 8)",Berapa hari dalam seminggu ada bekerja?,"Berapa jam Anda bekerja dalam sehari? (tulis angka, contoh: 6)","Berapa penghasilan Anda minggu lalu? (tulis dalam Rupiah, contoh: 350000. Tulis 0 jika tidak ada)","Berapa penghasilan Anda dua minggu lalu?  (tulis dalam Rupiah, contoh: 350000. Tulis 0 jika tidak ada)","Berapa penghasilan Anda tiga minggu lalu?  (tulis dalam Rupiah, contoh: 350000. Tulis 0 jika tidak ada)","Berapa penghasilan Anda empat minggu lalu?  (tulis dalam Rupiah, contoh: 350000. Tulis 0 jika tidak ada)","Dalam sebulan, di minggu mana penghasilan Anda biasanya paling tinggi?

1 — Minggu pertama 
2 — Minggu kedua 
3 — Minggu ketiga 
4 — Minggu keempat 
0 — Tidak ada pola, tiap bulan beda",Kapan biasanya penghasilan Anda lebih ramai? (pilih semua yang sesuai), Apa yang paling sering membuat penghasilan Anda naik atau turun? (pilih maksimal 3),"Kalau ada aplikasi yang bisa memperkirakan penghasilan Anda beberapa minggu ke depan, apakah itu membantu?","Fitur apa yang paling Anda butuhkan?

Pilih maksimal 3.","Ada cerita atau masukan tentang penghasilan tidak tetap yang mau Anda bagikan?

Boleh dikosongkan — tapi jawaban Anda sangat berarti untuk kami 🙏", Kontak Hadiah GoPay  
5/23/2026 19:43:52,Ya,33,Sumatera,Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,2,24,6,7,420000,420000,100000,335000,1,"Awal bulan, Akhir pekan / Sabtu-Minggu, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Jam saya bekerja, Akhir pekan atau hari libur",4,Perkiraan penghasilan minggu depan,"kadang weekend ramai banget, weekday sepi",
5/23/2026 20:33:41,Ya,21,Jawa Timur lainnya,Freelance desain / editing / ilustrasi,WhatsApp / kenalan / pelanggan langsung,1,22,4,3,170000,200000,170000,180000,1,"Akhir pekan / Sabtu-Minggu, Awal bulan, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan, Rating atau ulasan pelanggan",4,"Perkiraan penghasilan minggu depan, Saran batas pengeluaran minggu ini, Pengingat kalau penghasilan sedang turun",,
5/23/2026 11:02:20,Ya,45,Bandung,Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,2,45,6,8,755000,675000,685000,510000,0,"Awal bulan, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Jam saya bekerja",5,"Saran menabung, Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan","Kalau lagi sakit langsung ga ada pemasukan, khawatir.",
5/23/2026 19:57:02,Ya,20,Semarang,Jualan online / reseller / toko online,Instagram / TikTok / YouTube,1,14,4,7,640000,405000,440000,215000,1,"Akhir bulan / tanggal gajian, Harbolnas / tanggal kembar (11.11, 12.12)","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan, Akhir pekan atau hari libur",3,"Saran menabung, Saran batas pengeluaran minggu ini, Tips mengatur uang buat pekerja seperti saya","pernah seminggu cuma dapat 150rb, padahal kerja tiap hari",
5/23/2026 13:18:22,Ya,23,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Tutor / guru les / pengajar lepas,Ruangguru / Superprof / platform les online,2,34,2,5,135000,175000,160000,200000,1,"Akhir bulan / tanggal gajian, Awal bulan, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Jam saya bekerja",4,Saran menabung,susah menabung karena ga tau kapan dapat banyak,
5/23/2026 20:18:35,Ya,25,Bandung,Freelance desain / editing / ilustrasi,"Website freelance seperti Fiverr, Upwork, Projects.co.id, Instagram / TikTok / YouTube",2,84,2,7,170000,330000,310000,15000,1,Akhir pekan / Sabtu-Minggu,"Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan, Tanggal gajian / akhir bulan",5,"Tips mengatur uang buat pekerja seperti saya, Ringkasan pemasukan dan pengeluaran",Pengen bisa prediksi income biar bisa rencanain pengeluaran.,
5/23/2026 23:52:07,Ya,37,Surabaya,Ojek online / driver aplikasi,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",0,34,7,9,365000,330000,590000,310000,0,Saat cuaca bagus,"Jumlah pesanan atau project yang masuk, Cuaca",2,Perkiraan penghasilan minggu depan,susah menabung karena ga tau kapan dapat banyak,
5/23/2026 13:31:26,Ya,31,Jawa Barat lainnya,Kurir / pengantar barang atau makanan,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",1,25,7,8,600000,65000,710000,330000,0,"Harbolnas / tanggal kembar (11.11, 12.12), Akhir pekan / Sabtu-Minggu, Saat ada promo dari aplikasi","Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi, Jam saya bekerja",4,"Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran","Penghasilan sering naik turun, susah nabung.",
5/23/2026 08:52:07,Ya,20,Bandung,Content creator / admin media sosial,Instagram / TikTok / YouTube,0,55,3,6,175000,160000,165000,95000,3,"Harbolnas / tanggal kembar (11.11, 12.12)","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Tanggal gajian / akhir bulan",2,"Saran menabung, Saran batas pengeluaran minggu ini","income ga pernah sama tiap minggu, bikin pusing budgeting",
5/24/2026 08:09:54,Ya,34,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Jualan online / reseller / toko online,Instagram / TikTok / YouTube,2,58,6,6,85000,95000,15000,545000,1,Awal bulan,"Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi",1,Saran menabung,"Bulan kemarin lumayan, tapi bulan ini sepi banget.",
5/24/2026 15:32:14,Ya,35,Sumatera,Jualan online / reseller / toko online,WhatsApp / kenalan / pelanggan langsung,2,21,5,5,680000,335000,775000,745000,4,"Harbolnas / tanggal kembar (11.11, 12.12)","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",4,"Saran batas pengeluaran minggu ini, Tips mengatur uang buat pekerja seperti saya, Pengingat kalau penghasilan sedang turun","Kalau lagi sakit langsung ga ada pemasukan, khawatir.",
5/24/2026 16:06:25,Ya,38,Jawa Barat lainnya,Ojek online / driver aplikasi,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",2,35,5,8,595000,465000,335000,525000,4,Saat cuaca bagus,"Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan, Cuaca",5,"Saran menabung, Perkiraan penghasilan minggu depan",,
5/24/2026 10:29:06,Ya,30,Surabaya,Ojek online / driver aplikasi,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",2,27,5,9,610000,805000,305000,465000,3,Saat cuaca bagus,"Jumlah pesanan atau project yang masuk, Jam saya bekerja, Rating atau ulasan pelanggan",4,"Saran menabung, Tips mengatur uang buat pekerja seperti saya, Pengingat kalau penghasilan sedang turun","kalau akhir bulan biasa ramai, tapi ga selalu",
5/24/2026 15:54:24,Ya,32,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Ojek online / driver aplikasi,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",2,10,6,8,645000,25000,575000,410000,0,"Ramadan / menjelang Lebaran, Saat cuaca bagus","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan, Jam saya bekerja",4,"Saran menabung, Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",susah menabung karena ga tau kapan dapat banyak,
5/24/2026 19:40:21,Ya,35,Surabaya,Kurir / pengantar barang atau makanan,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",1,8,6,9,390000,620000,480000,505000,3,"Saat ada promo dari aplikasi, Harbolnas / tanggal kembar (11.11, 12.12)","Jumlah pesanan atau project yang masuk, Jam saya bekerja, Promo dari platform / aplikasi",3,Ringkasan pemasukan dan pengeluaran,pengen tau minggu ini bakal dapat berapa biar bisa atur pengeluaran,
5/24/2026 13:32:51,Ya,36,Jawa Barat lainnya,Kurir / pengantar barang atau makanan,WhatsApp / kenalan / pelanggan langsung,2,14,6,8,435000,340000,840000,395000,2,"Awal bulan, Saat ada promo dari aplikasi, Harbolnas / tanggal kembar (11.11, 12.12)","Jumlah pesanan atau project yang masuk, Cuaca, Promo dari platform / aplikasi",5,"Perkiraan penghasilan minggu depan, Saran batas pengeluaran minggu ini",penghasilan tergantung cuaca dan mood pelanggan,
5/24/2026 11:25:16,Ya,24,Sumatera,Freelance IT / website / programming / data,"Website freelance seperti Fiverr, Upwork, Projects.co.id",2,22,3,8,385000,185000,235000,265000,1,Akhir bulan / tanggal gajian,"Jumlah pesanan atau project yang masuk, Jam saya bekerja, Rating atau ulasan pelanggan",4,Saran batas pengeluaran minggu ini,susah menabung karena ga tau kapan dapat banyak,
5/24/2026 12:18:41,Ya,27,Yogyakarta,Jualan online / reseller / toko online,"WhatsApp / kenalan / pelanggan langsung, Shopee / Tokopedia / Lazada / marketplace",1,20,4,3,545000,750000,490000,525000,0,"Akhir bulan / tanggal gajian, Awal bulan, Saat ada promo dari aplikasi","Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi",4,"Saran menabung, Tips mengatur uang buat pekerja seperti saya","Waktu akhir bulan lumayan ramai, tapi habis itu sepi lagi.",
5/24/2026 14:53:46,Ya,41,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Ojek online / driver aplikasi,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",0,32,6,7,355000,265000,250000,185000,4,"Ramadan / menjelang Lebaran, Saat ada promo dari aplikasi","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",1,Perkiraan penghasilan minggu depan,susah menabung karena ga tau kapan dapat banyak,
5/24/2026 19:07:20,Ya,39,Bali / NTB / NTT,Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,2,21,6,7,885000,955000,920000,395000,0,"Akhir bulan / tanggal gajian, Akhir pekan / Sabtu-Minggu, Awal bulan","Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit",3,"Tips mengatur uang buat pekerja seperti saya, Pengingat kalau penghasilan sedang turun",penghasilan tergantung cuaca dan mood pelanggan,
5/24/2026 12:59:52,Ya,27,Jawa Timur lainnya,Content creator / admin media sosial,WhatsApp / kenalan / pelanggan langsung,0,10,6,3,55000,220000,235000,240000,4,"Ramadan / menjelang Lebaran, Akhir pekan / Sabtu-Minggu, Harbolnas / tanggal kembar (11.11, 12.12)","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",5,"Saran menabung, Ringkasan pemasukan dan pengeluaran",,
5/24/2026 10:25:12,Ya,33,Sumatera,Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,2,8,7,9,165000,895000,645000,905000,1,"Awal bulan, Akhir pekan / Sabtu-Minggu, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Jam saya bekerja",1,Saran batas pengeluaran minggu ini,,
5/25/2026 07:01:59,Ya,31,Yogyakarta,Jualan online / reseller / toko online,Instagram / TikTok / YouTube,2,5,4,5,735000,630000,590000,400000,0,Saat ada promo dari aplikasi,"Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Promo dari platform / aplikasi",4,"Saran menabung, Tips mengatur uang buat pekerja seperti saya",,
5/25/2026 23:18:46,Ya,35,Jawa Timur lainnya,Ojek online / driver aplikasi,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",2,32,7,9,830000,615000,70000,1005000,4,"Saat cuaca bagus, Akhir pekan / Sabtu-Minggu, Saat ada promo dari aplikasi","Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi",5,"Perkiraan penghasilan minggu depan, Pengingat kalau penghasilan sedang turun","Bulan kemarin lumayan, tapi bulan ini sepi banget.",
5/25/2026 22:38:45,Ya,30,Yogyakarta,Ojek online / driver aplikasi,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",1,16,7,7,810000,625000,25000,590000,1,"Saat cuaca bagus, Saat ada promo dari aplikasi, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Cuaca",1,Tips mengatur uang buat pekerja seperti saya,,
5/25/2026 21:16:39,Ya,49,Sumatera,Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,1,11,6,9,485000,595000,420000,815000,0,"Akhir bulan / tanggal gajian, Awal bulan","Jumlah pesanan atau project yang masuk, Jam saya bekerja",1,Saran menabung,pengen tau minggu ini bakal dapat berapa biar bisa atur pengeluaran,
5/25/2026 10:46:55,Ya,42,Bali / NTB / NTT,Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,2,82,5,7,725000,300000,555000,255000,1,Awal bulan,"Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit, Jam saya bekerja",5,"Tips mengatur uang buat pekerja seperti saya, Ringkasan pemasukan dan pengeluaran",penghasilan tergantung cuaca dan mood pelanggan,
5/25/2026 18:29:40,Ya,27,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Tutor / guru les / pengajar lepas,Ruangguru / Superprof / platform les online,1,9,5,3,370000,240000,165000,230000,1,"Awal bulan, Akhir pekan / Sabtu-Minggu, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan, Kondisi fisik / capek / sakit",4,Saran menabung,,
5/25/2026 10:31:51,Ya,35,Lainnya,Ojek online / driver aplikasi,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",0,25,5,7,340000,520000,450000,220000,0,"Akhir pekan / Sabtu-Minggu, Saat ada promo dari aplikasi, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",2,"Saran menabung, Ringkasan pemasukan dan pengeluaran","kalau akhir bulan biasa ramai, tapi ga selalu",
5/25/2026 21:30:19,Ya,19,Surabaya,Content creator / admin media sosial,"Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",0,34,6,6,180000,130000,130000,120000,2,"Ramadan / menjelang Lebaran, Harbolnas / tanggal kembar (11.11, 12.12), Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Promo dari platform / aplikasi",4,"Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan","pernah seminggu cuma dapat 200rb, padahal kerja tiap hari",
5/25/2026 13:58:55,Ya,26,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Freelance desain / editing / ilustrasi,"Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",0,12,5,7,305000,295000,260000,355000,4,"Awal bulan, Akhir pekan / Sabtu-Minggu, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",1,"Saran menabung, Tips mengatur uang buat pekerja seperti saya","pernah seminggu cuma dapat 200rb, padahal kerja tiap hari",
5/25/2026 15:40:54,Ya,27,Sumatera,Jualan online / reseller / toko online,"Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",0,5,6,7,45000,195000,380000,460000,0,"Ramadan / menjelang Lebaran, Awal bulan, Harbolnas / tanggal kembar (11.11, 12.12)","Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi",2,Saran batas pengeluaran minggu ini,penghasilan tergantung cuaca dan mood pelanggan,
5/25/2026 11:03:33,Ya,24,Sumatera,Freelance IT / website / programming / data,"Website freelance seperti Fiverr, Upwork, Projects.co.id, WhatsApp / kenalan / pelanggan langsung",1,12,5,5,400000,750000,600000,670000,3,Awal bulan,"Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan, Tanggal gajian / akhir bulan",4,"Saran menabung, Ringkasan pemasukan dan pengeluaran, Perkiraan penghasilan minggu depan","kadang weekend ramai banget, weekday sepi",
5/25/2026 16:11:12,Ya,21,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Content creator / admin media sosial,"WhatsApp / kenalan / pelanggan langsung, Instagram / TikTok / YouTube",0,42,2,5,230000,15000,105000,115000,4,"Akhir pekan / Sabtu-Minggu, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan, Akhir pekan atau hari libur",4,Saran batas pengeluaran minggu ini,,
5/26/2026 19:59:28,Ya,23,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Freelance IT / website / programming / data,"Website freelance seperti Fiverr, Upwork, Projects.co.id",0,16,6,7,95000,315000,500000,45000,3,Akhir bulan / tanggal gajian,"Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan, Tanggal gajian / akhir bulan",4,"Tips mengatur uang buat pekerja seperti saya, Ringkasan pemasukan dan pengeluaran, Pengingat kalau penghasilan sedang turun","kadang weekend ramai banget, weekday sepi",
5/26/2026 12:45:48,Ya,21,Sumatera,Tutor / guru les / pengajar lepas,WhatsApp / kenalan / pelanggan langsung,1,56,5,2,235000,250000,450000,460000,1,"Akhir pekan / Sabtu-Minggu, Akhir bulan / tanggal gajian, Awal bulan","Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit",4,Saran menabung,"kadang weekend ramai banget, weekday sepi",
5/26/2026 15:56:43,Ya,21,Surabaya,Content creator / admin media sosial,Instagram / TikTok / YouTube,0,32,3,6,170000,115000,180000,5000,1,Ramadan / menjelang Lebaran,"Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Promo dari platform / aplikasi",3,Saran batas pengeluaran minggu ini,"Kadang sepi banget, bisa seminggu cuma dapat 250ribu.",
5/26/2026 11:32:35,Ya,30,Jawa Tengah lainnya,Jualan online / reseller / toko online,"WhatsApp / kenalan / pelanggan langsung, Instagram / TikTok / YouTube",2,69,7,4,710000,575000,895000,715000,1,Awal bulan,"Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi",4,"Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran, Tips mengatur uang buat pekerja seperti saya",,
5/26/2026 18:54:38,Ya,25,Bandung,Ojek online / driver aplikasi,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",2,23,5,8,455000,480000,610000,825000,3,Akhir pekan / Sabtu-Minggu,"Jumlah pesanan atau project yang masuk, Jam saya bekerja, Rating atau ulasan pelanggan",4,Saran menabung,,
5/26/2026 21:37:31,Ya,21,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,2,24,7,9,490000,985000,805000,1020000,4,"Akhir pekan / Sabtu-Minggu, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Jam saya bekerja",4,"Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran",butuh fitur yang bisa ingetin kalau udah boros,
5/26/2026 12:01:50,Ya,30,Yogyakarta,Ojek online / driver aplikasi,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",2,80,6,9,575000,545000,580000,690000,1,"Saat ada promo dari aplikasi, Akhir pekan / Sabtu-Minggu, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Cuaca",3,"Tips mengatur uang buat pekerja seperti saya, Ringkasan pemasukan dan pengeluaran, Pengingat kalau penghasilan sedang turun",,
5/26/2026 21:21:34,Ya,27,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Jualan online / reseller / toko online,"Instagram / TikTok / YouTube, Shopee / Tokopedia / Lazada / marketplace",1,38,3,5,210000,175000,190000,225000,0,Saat ada promo dari aplikasi,"Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Tanggal gajian / akhir bulan",5,Saran menabung,,
5/26/2026 14:02:31,Ya,42,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Ojek online / driver aplikasi,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",0,39,6,7,445000,315000,105000,410000,4,"Akhir pekan / Sabtu-Minggu, Saat cuaca bagus, Saat ada promo dari aplikasi","Jumlah pesanan atau project yang masuk, Jam saya bekerja",2,"Saran menabung, Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",butuh fitur yang bisa ingetin kalau udah boros,
5/26/2026 11:38:37,Ya,22,Bali / NTB / NTT,Freelance IT / website / programming / data,"Website freelance seperti Fiverr, Upwork, Projects.co.id, WhatsApp / kenalan / pelanggan langsung",1,16,3,4,390000,300000,325000,295000,1,"Awal bulan, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",3,"Saran menabung, Tips mengatur uang buat pekerja seperti saya",Susah ngatur pengeluaran kalau pendapatan ga menentu.,
5/26/2026 20:53:39,Ya,32,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,0,19,6,6,0,265000,115000,255000,1,"Awal bulan, Akhir bulan / tanggal gajian, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit",5,Saran batas pengeluaran minggu ini,"pernah seminggu cuma dapat 50rb, padahal kerja tiap hari",
5/26/2026 22:21:01,Ya,33,Bandung,Kurir / pengantar barang atau makanan,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll), WhatsApp / kenalan / pelanggan langsung",0,49,4,10,230000,300000,55000,280000,2,"Saat ada promo dari aplikasi, Harbolnas / tanggal kembar (11.11, 12.12), Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Jam saya bekerja, Promo dari platform / aplikasi",5,"Tips mengatur uang buat pekerja seperti saya, Ringkasan pemasukan dan pengeluaran, Pengingat kalau penghasilan sedang turun","income ga pernah sama tiap minggu, bikin pusing budgeting",
5/26/2026 19:43:58,Ya,38,Sulawesi,Ojek online / driver aplikasi,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",2,3,6,8,335000,615000,125000,590000,4,"Saat cuaca bagus, Saat ada promo dari aplikasi","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan, Cuaca",5,Perkiraan penghasilan minggu depan,"Penghasilan sering naik turun, susah nabung.",
5/27/2026 20:01:44,Ya,30,Jawa Tengah lainnya,Ojek online / driver aplikasi,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",2,22,6,10,895000,305000,725000,290000,0,"Saat cuaca bagus, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi",3,Saran menabung,"kadang weekend ramai banget, weekday sepi",
5/27/2026 23:27:04,Ya,22,Yogyakarta,Freelance IT / website / programming / data,"WhatsApp / kenalan / pelanggan langsung, Website freelance seperti Fiverr, Upwork, Projects.co.id",0,46,4,7,310000,360000,355000,160000,1,Awal bulan,"Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan, Tanggal gajian / akhir bulan",3,"Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran",,
5/27/2026 08:39:40,Ya,24,Sulawesi,Freelance IT / website / programming / data,"Website freelance seperti Fiverr, Upwork, Projects.co.id, WhatsApp / kenalan / pelanggan langsung",2,13,3,5,60000,385000,195000,390000,4,"Awal bulan, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Jam saya bekerja",5,"Saran menabung, Perkiraan penghasilan minggu depan",Pengen bisa prediksi income biar bisa rencanain pengeluaran.,
